Company,GST No,State,State Code,City,Address,Zip Code,PAN,CIN,Customer,Customer Address,GST No,Phone,Email,Type,Invoice No.,MRN/PO No.,Invoice Date,Raw Material,Category,Sub Category,HSN Code,Sap Code,Unit,Quantity,Price (?),Pre Tax Amount (?),CGST Tax Percentage,CGST Tax (?),SGST Tax Percentage,SGST Tax/Excise Duty (?),IGST Tax/VAT Percentage,IGST Tax/VAT Amount (?),CESS Tax Percentage,CESS Tax,Total TCS (?),Discount (?),Delivery Charge (?),Total Amount (?),Invoice Total (?),Raw Material ID,Raw Material Code,Description
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHOEB FAIM SHAIKH,,,,,Purchase,608/jan024,4999,10-Jan-24,Surmay Fish,Meat Material,Sea Food,0,,Kg,3.5,550,1925,0,0,0,0,0,0,0,0,,,,1925,,16704438,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHOEB FAIM SHAIKH,,,,,Purchase,608/jan024,4999,10-Jan-24,Pomfret,Meat Material,Sea Food,0,,Kg,6.8,1250,8500,0,0,0,0,0,0,0,0,,,,8500,,16704448,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHOEB FAIM SHAIKH,,,,,Purchase,608/jan024,4999,10-Jan-24,Bombil,Meat Material,Sea Food,0,,Kg,3.7,150,555,0,0,0,0,0,0,0,0,,,,555,,16704456,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHOEB FAIM SHAIKH,,,,,Purchase,607/jan024,4998,10-Jan-24,Rawas Fish,Meat Material,Sea Food,0,,Kg,3.3,550,1815,0,0,0,0,0,0,0,0,0,0,0,1815,1815,16704446,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,NAVED FAHIM SHAIKH,,,,,Purchase,315/jan024,4997,10-Jan-24,Chicken Supreme,Meat Material,Meat,0,,Kg,6,230,1380,0,0,0,0,0,0,0,0,0,0,0,1380,2880,16704530,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,NAVED FAHIM SHAIKH,,,,,Purchase,315/jan024,4997,10-Jan-24,Chicken Leg Bonless,Meat Material,Meat,0,,Kg,6,250,1500,0,0,0,0,0,0,0,0,,,,1500,,16704531,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,KAPOOR ICE CREAM,,,,,Purchase,k48385/jan024,4996,10-Jan-24,Malai Kulfi,Food Ingredients,Ice Cream & Kulfi,0,,PCS,20,30,600,9,54,9,54,0,0,0,0,0,0,0,708,708,16704567,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,White Pumpkin,Vegetable,,0,,Kg,6,36,216,0,0,0,0,0,0,0,0,0,0,0,216,8121,16703835,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Wafer Potatos,Vegetable,,0,,Kg,17,42,714,0,0,0,0,0,0,0,0,,,,714,,16703837,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Tomatos,Vegetable,,0,,Kg,18,36,648,0,0,0,0,0,0,0,0,,,,648,,16703838,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Staff Veg,Vegetable,,0,,Kg,15,38,570,0,0,0,0,0,0,0,0,,,,570,,16703851,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Spring Onion,Vegetable,,0,,Kg,3,48,144,0,0,0,0,0,0,0,0,,,,144,,16703854,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Spinach,Vegetable,,0,,Kg,5,36,180,0,0,0,0,0,0,0,0,,,,180,,16703855,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Raddish,Vegetable,,0,,Kg,2.5,32,80,0,0,0,0,0,0,0,0,,,,80,,16703868,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Potato,Vegetable,,0,,Kg,9,34,306,0,0,0,0,0,0,0,0,,,,306,,16703873,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Onion,Vegetable,,0,,Kg,33,44,1452,0,0,0,0,0,0,0,0,,,,1452,,16703882,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Mint Leaves,Vegetable,,0,,Kg,1,48,48,0,0,0,0,0,0,0,0,,,,48,,16703883,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Methi Fresh,Vegetable,,0,,Kg,1,46,46,0,0,0,0,0,0,0,0,,,,46,,16703885,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Lemon,Vegetable,,0,,Kg,8,70,560,0,0,0,0,0,0,0,0,,,,560,,16703894,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Green Chilly,Vegetable,,0,,Kg,3,52,156,0,0,0,0,0,0,0,0,,,,156,,16703915,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Ginger,Vegetable,,0,,Kg,3,70,210,0,0,0,0,0,0,0,0,,,,210,,16703917,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Fresh Beans,Vegetable,,0,,Kg,8.5,68,578,0,0,0,0,0,0,0,0,,,,578,,16703923,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Drum Stick,Vegetable,,0,,Kg,1,90,90,0,0,0,0,0,0,0,0,,,,90,,16703933,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Cucumber,Vegetable,,0,,Kg,21,32,672,0,0,0,0,0,0,0,0,,,,672,,16703935,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Coriander Leaves,Vegetable,,0,,Kg,5,65,325,0,0,0,0,0,0,0,0,,,,325,,16703936,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Cauliflower,Vegetable,,0,,Kg,7,42,294,0,0,0,0,0,0,0,0,,,,294,,16703943,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Carrots,Vegetable,,0,,Kg,13.5,36,486,0,0,0,0,0,0,0,0,,,,486,,16703944,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Capsicum,Vegetable,,0,,Kg,2.5,48,120,0,0,0,0,0,0,0,0,,,,120,,16703945,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Cabbage,Vegetable,,0,,Kg,3,30,90,0,0,0,0,0,0,0,0,,,,90,,16703946,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Beetroots,Vegetable,,0,,Kg,0.5,32,16,0,0,0,0,0,0,0,0,,,,16,,16703954,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Banana Leaf,Vegetable,,0,,PCS,10,8,80,0,0,0,0,0,0,0,0,,,,80,,16703957,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,081/jan024,4995,10-Jan-24,Baby Potato,Vegetable,,0,,Kg,1,40,40,0,0,0,0,0,0,0,0,,,,40,,16703959,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Yellow Zucchini,Vegetable,,0,,Kg,0.5,110,55,0,0,0,0,0,0,0,0,0,0,0,55,2503,16703833,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Pok Choy,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,,,,110,,16703875,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Iceberg Lettuce,Vegetable,,0,,Kg,0.5,140,70,0,0,0,0,0,0,0,0,,,,70,,16703907,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Green Garlic,Vegetable,,0,,Kg,0.45,250,112.5,0,0,0,0,0,0,0,0,,,,112.5,,16703913,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Fresh Red Chilly,Vegetable,,0,,Kg,0.5,120,60,0,0,0,0,0,0,0,0,,,,60,,16703920,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Fresh Mushroom,Vegetable,,0,,Kg,4,170,680,0,0,0,0,0,0,0,0,,,,680,,16703921,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Fresh Basil,Vegetable,,0,,Kg,0.25,160,40,0,0,0,0,0,0,0,0,,,,40,,16703924,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,French Lettuce Red,Vegetable,,0,,Kg,0.5,180,90,0,0,0,0,0,0,0,0,,,,90,,16703925,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,French Lettuce Green,Vegetable,,0,,Kg,0.5,180,90,0,0,0,0,0,0,0,0,,,,90,,16703926,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Chinese Cabbage,Vegetable,,0,,Kg,1,110,110,0,0,0,0,0,0,0,0,,,,110,,16703939,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Celery Leaves,Vegetable,,0,,Kg,0.5,110,55,0,0,0,0,0,0,0,0,,,,55,,16703942,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Broccoli,Vegetable,,0,,Kg,1.5,180,270,0,0,0,0,0,0,0,0,,,,270,,16703948,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Bell Pepper Red,Vegetable,,0,,Kg,1,130,130,0,0,0,0,0,0,0,0,,,,130,,16703952,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Bell Papper Yellow,Vegetable,,0,,Kg,1,130,130,0,0,0,0,0,0,0,0,,,,130,,16703953,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,Baby Corn,Vegetable,,0,,Kg,3,120,360,0,0,0,0,0,0,0,0,,,,360,,16703963,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sanoj Singh,,,,,Purchase,527/jan024,4994,10-Jan-24,American Corn,Vegetable,,0,,Kg,2,70,140,0,0,0,0,0,0,0,0,,,,140,,16703970,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,FREEZE FRESH,,,,,Purchase,6776/jan024,4993,10-Jan-24,Peel Garlic,Vegetable,,0,,Kg,10,240,2400,0,0,0,0,0,0,0,0,0,0,0,2400,2400,16703876,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,9487269/jan024,4992,10-Jan-24,Chat Masala,Grocery,Spices,0,,PKT,10,65.95,659.5,2.5,16.49,2.5,16.49,0,0,0,0,0,0,0,692.48,13177,16704388,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,9487269/jan024,4992,10-Jan-24,Ghee Nandani,Dairy Products,Dairy,0,,Kg,12,555.37,6664.44,6,399.87,6,399.87,0,0,0,0,,,,7464.18,,16704799,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,9487269/jan024,4992,10-Jan-24,Refind Oil,Food Ingredients,Can Food,0,,LTR,50,95.63,4781.45,2.5,119.54,2.5,119.54,0,0,0,0,,,,5020.55,,16704857,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,487269/jan024,4991,10-Jan-24,Aragula,Vegetable,,0,,Kg,1,72.44,72.44,0,0,0,0,0,0,0,0,0,0,0,72.44,130,16703968,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Zomato Hyperpure Pvt.Ltd.Mumbai,,,,,Purchase,487269/jan024,4991,10-Jan-24,Black Salt Powder,Grocery,,0,,Kg,2,28.64,57.28,0,0,0,0,0,0,0,0,,,,57.28,,16704052,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Green Vatana,Grocery,Dal,0,,Kg,10,130,1300,0,0,0,0,0,0,0,0,0,0,0,1300,30284,16703754,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Sheera Rava,Grocery,,0,,Kg,10,46,460,0,0,0,0,0,0,0,0,,,,460,,16704007,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Poha,Grocery,,0,,Kg,10,60,600,0,0,0,0,0,0,0,0,,,,600,,16704015,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Basmati Rice,Grocery,Rice,0,,Kg,60,124,7440,0,0,0,0,0,0,0,0,,,,7440,,16704502,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Appam Rice,Grocery,Rice,0,,Kg,30,50,1500,0,0,0,0,0,0,0,0,,,,1500,,16704503,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Rice Atta,Grocery,Flour,0,,Kg,5,50,250,0,0,0,0,0,0,0,0,,,,250,,16704684,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Phulka Atta,Grocery,Flour,0,,Kg,5,68,340,0,0,0,0,0,0,0,0,,,,340,,16704688,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Makai Atta,Grocery,Flour,0,,Kg,5,60,300,0,0,0,0,0,0,0,0,,,,300,,16704689,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Maida,Grocery,Flour,0,,Kg,150,42,6300,0,0,0,0,0,0,0,0,,,,6300,,16704690,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Churma Atta,Grocery,Flour,0,,Kg,5,68,340,0,0,0,0,0,0,0,0,,,,340,,16704692,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Atta,Grocery,Flour,0,,Kg,90,44,3960,0,0,0,0,0,0,0,0,,,,3960,,16704696,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Moong Dal,Grocery,Dal,0,,Kg,30,130,3900,0,0,0,0,0,0,0,0,,,,3900,,16704776,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Kabuli Chana,Grocery,Dal,0,,Kg,10,200,2000,0,0,0,0,0,0,0,0,,,,2000,,16704780,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Chana Dal,Grocery,Dal,0,,Kg,5,98,490,0,0,0,0,0,0,0,0,,,,490,,16704781,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/71/jan024,4990,10-Jan-24,Coconut Oil,Food Ingredients,Can Food,0,,BTL,3,368,1104,0,0,0,0,0,0,0,0,,,,1104,,16704887,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/jan024,4989,10-Jan-24,White Vatana,Grocery,,0,,Kg,5,130,650,0,0,0,0,0,0,0,0,0,0,0,650,24550,16704002,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/jan024,4989,10-Jan-24,Tea Powder,Beverages,Tea,0,,Kg,10,530,5300,0,0,0,0,0,0,0,0,,,,5300,,16704285,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/jan024,4989,10-Jan-24,Sugar,Grocery,Sugar,0,,Kg,50,46,2300,0,0,0,0,0,0,0,0,,,,2300,,16704329,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/jan024,4989,10-Jan-24,White Pepper Powder,Grocery,Spices,0,,Kg,2,480,960,0,0,0,0,0,0,0,0,,,,960,,16704337,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/jan024,4989,10-Jan-24,Staff Rice,Grocery,Rice,0,,Kg,150,44,6600,0,0,0,0,0,0,0,0,,,,6600,,16704495,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/jan024,4989,10-Jan-24,Toor Dal,Grocery,Dal,0,,Kg,30,170,5100,0,0,0,0,0,0,0,0,,,,5100,,16704773,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/jan024,4989,10-Jan-24,Moong Whole,Grocery,Dal,0,,Kg,5,140,700,0,0,0,0,0,0,0,0,,,,700,,16704775,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,PUSHKARRAM TRADING,,,,,Purchase,3670/jan024,4989,10-Jan-24,Masoor Dal,Grocery,Dal,0,,Kg,30,98,2940,0,0,0,0,0,0,0,0,,,,2940,,16704779,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GEM ICE CUBES,,,,,Purchase,5891/jan024,4988,10-Jan-24,Ice,Food Ingredients,Frozan,0,,Kg,60,7,420,0,0,0,0,0,0,0,0,0,0,0,420,420,16704661,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Imtiyaz Ahmed Khan,,,,,Purchase,530/jan,4987,10-Jan-24,Eggs,Food Ingredients,Egg,0,,PCS,200,6.6,1320,0,0,0,0,0,0,0,0,0,0,0,1320,1320,16704699,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GINGER FOOD,,,,,Purchase,17705/jan,4986,10-Jan-24,Steam Noodles,Food Ingredients,Noodles,0,,Kg,2,80,160,0,0,0,0,0,0,0,0,0,0,0,160,320,16704514,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GINGER FOOD,,,,,Purchase,17705/jan,4986,10-Jan-24,Chopsuey Noodles,Food Ingredients,Noodles,0,,Kg,2,80,160,0,0,0,0,0,0,0,0,,,,160,,16704521,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sandip Cream Centre,,,,,Purchase,49701/jan,4985,10-Jan-24,Sada Mawa,Dairy Products,Dairy,0,,Kg,0.5,320,160,2.5,4,2.5,4,0,0,0,0,0,0,0,168,2393,16704790,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sandip Cream Centre,,,,,Purchase,49701/jan,4985,10-Jan-24,Malai Paneer,Dairy Products,Dairy,0,,Kg,6,310,1860,0,0,0,0,0,0,0,0,,,,1860,,16704797,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sandip Cream Centre,,,,,Purchase,49701/jan,4985,10-Jan-24,Fresh Milk (tabela),Dairy Products,Dairy,0,,LTR,5,73,365,0,0,0,0,0,0,0,0,,,,365,,16704801,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GUPTA MILK CENTER,,,,,Purchase,16598/jan,4984,10-Jan-24,Green Peas,Food Ingredients,Frozan,0,,PKT,5,95,475,0,0,0,0,0,0,0,0,0,0,0,475,1875,16704662,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GUPTA MILK CENTER,,,,,Purchase,16598/jan,4984,10-Jan-24,Milk 3 Fat,Dairy Products,Dairy,0,,PKT,25,56,1400,0,0,0,0,0,0,0,0,,,,1400,,16704795,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHIVKRUPA ENTERPRISES,,,,,Purchase,43054/jan,4983,10-Jan-24,Sweet Lemon,Fresh Fruits,,0,,Kg,5.2,80,416,0,0,0,0,0,0,0,0,0,0,0,416,2123,16704058,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHIVKRUPA ENTERPRISES,,,,,Purchase,43054/jan,4983,10-Jan-24,Pineapple Fruit,Fresh Fruits,,0,,Kg,6.3,70,441,0,0,0,0,0,0,0,0,,,,441,,16704064,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHIVKRUPA ENTERPRISES,,,,,Purchase,43054/jan,4983,10-Jan-24,Orange,Fresh Fruits,,0,,Kg,8,100,800,0,0,0,0,0,0,0,0,,,,800,,16704070,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHIVKRUPA ENTERPRISES,,,,,Purchase,43054/jan,4983,10-Jan-24,Elaichi Bananas,Fresh Fruits,,0,,Kg,2.6,110,286,0,0,0,0,0,0,0,0,,,,286,,16704075,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,SHIVKRUPA ENTERPRISES,,,,,Purchase,43054/jan,4983,10-Jan-24,Apple,Fresh Fruits,,0,,Kg,1,180,180,0,0,0,0,0,0,0,0,,,,180,,16704084,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,ROYALin DAIRY,"JOGESHWARI WEST ,OPP ,FISH MARKET,MUMBAI 400102",27AEDPD1415M1ZR,,,Purchase,02340/jan,4982,10-Jan-24,Malai Paneer,Dairy Products,Dairy,0,,Kg,6,320,1920,0,0,0,0,0,0,0,0,0,0,0,1920,1920,16704797,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,GEM ICE CUBES,,,,,Purchase,5895-Jan,4981,9-Jan-24,Ice,Food Ingredients,Frozan,0,,Kg,45,7,315,0,0,0,0,0,0,0,0,0,0,0,315,315,16704661,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sell Well Foods And Beverages Pvt L,,,,,Purchase,7920-Jan,4980,9-Jan-24,Dukes Soda,Beverages,,0,,BTL,216,6.78,1464.41,9,131.8,9,131.8,0,0,0,0,0,0,0,1728.01,10648,16704155,,
Main Store,,Maharashtra,27,Mumbai,"148 B, Juhu Tara Rd,",400049,,,Sell Well Foods And Beverages Pvt L,,,,,Purchase,7920-Jan,4980,9-Jan-24,Aquafina Water 500 Ml,Beverages,,0,,BTL,480,5.51,2644.07,9,237.97,9,237.97,0,0,0,0,,,,3120.01,,16704159,,
